TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Theft from Vehicle,2019,11,30,18,15,7XX BURRARD ST,West End,491107.1134,5458998.8356
Theft from Vehicle,2019,12,13,20,0,7XX BURRARD ST,West End,491107.1134,5458998.8356
Theft from Vehicle,2019,12,24,1,38,7XX BURRARD ST,West End,491107.1134,5458998.8356
Theft from Vehicle,2019,2,15,16,30,7XX BUTE ST,West End,490796.1125,5459280.5497
Theft from Vehicle,2019,9,6,19,0,7XX BUTE ST,West End,490796.1125,5459280.5497
Theft from Vehicle,2019,11,30,1,0,7XX BUTE ST,West End,490797.659,5459282.3112
Theft from Vehicle,2019,2,28,20,0,7XX BUTE ST,West End,490886.9261,5459378.2772
Theft from Vehicle,2019,5,9,16,0,7XX BUTE ST,West End,490886.9261,5459378.2772
Theft from Vehicle,2019,6,20,18,0,7XX BUTE ST,West End,490886.9261,5459378.2772
Theft from Vehicle,2019,6,29,23,30,7XX BUTE ST,West End,490886.9261,5459378.2772
Theft from Vehicle,2019,8,17,19,0,7XX BUTE ST,West End,490886.9261,5459378.2772
Theft from Vehicle,2019,4,30,17,0,7XX CARDERO ST,West End,490398.4733,5459663.4339
Theft from Vehicle,2019,10,26,0,1,7XX CHILCO ST,West End,490015.3249,5460150.4156
Theft from Vehicle,2019,9,5,19,30,7XX DENMAN ST,West End,490226.7158,5459939.8154
Theft from Vehicle,2019,1,1,8,9,7XX GILFORD ST,West End,490114.3686,5460052.0057
Theft from Vehicle,2019,8,10,21,0,7XX GILFORD ST,West End,490114.3686,5460052.0057
Theft from Vehicle,2019,3,22,7,0,7XX JERVIS ST,West End,490661.1763,5459384.5721
Theft from Vehicle,2019,4,21,17,0,7XX JERVIS ST,West End,490661.1763,5459384.5721
Theft from Vehicle,2019,1,26,14,12,7XX JERVIS ST,West End,490667.7605,5459378.227
Theft from Vehicle,2019,4,4,20,30,7XX JERVIS ST,West End,490667.7605,5459378.227
Theft from Vehicle,2019,7,21,14,0,7XX JERVIS ST,West End,490667.7605,5459378.227
Theft from Vehicle,2019,9,8,9,0,7XX JERVIS ST,West End,490667.7605,5459378.227
Theft from Vehicle,2019,1,11,17,30,7XX JERVIS ST,West End,490697.989,5459409.5946
Theft from Vehicle,2019,5,12,2,50,7XX JERVIS ST,West End,490697.989,5459409.5946
Theft from Vehicle,2019,6,16,15,30,7XX JERVIS ST,West End,490697.989,5459409.5946
Theft from Vehicle,2019,8,11,0,0,7XX JERVIS ST,West End,490697.989,5459409.5946
Theft from Vehicle,2019,12,9,23,5,7XX NICOLA ST,West End,490591.1861,5459673.0279
Theft from Vehicle,2019,8,16,18,0,7XX THURLOW ST,West End,490940.0632,5459127.7684
Theft from Vehicle,2019,1,8,6,15,7XX THURLOW ST,West End,490967.2885,5459155.0621
Theft from Vehicle,2019,3,4,10,0,7XX THURLOW ST,West End,490967.2885,5459155.0621
Theft from Vehicle,2019,6,14,17,0,7XX THURLOW ST,West End,490967.2885,5459155.0621
Theft from Vehicle,2019,6,25,15,45,7XX THURLOW ST,West End,490967.2885,5459155.0621
Theft from Vehicle,2019,8,1,15,0,7XX THURLOW ST,West End,490967.2885,5459155.0621
Theft from Vehicle,2019,9,19,17,30,7XX THURLOW ST,West End,490967.2885,5459155.0621
Theft from Vehicle,2019,12,1,11,30,7XX THURLOW ST,West End,490967.2885,5459155.0621
Theft from Vehicle,2019,12,9,16,0,7XX THURLOW ST,West End,490967.2885,5459155.0621
Theft from Vehicle,2019,12,28,14,58,7XX THURLOW ST,West End,490967.2885,5459155.0621
Theft from Vehicle,2019,2,9,14,30,7XX THURLOW ST,West End,491046.5618,5459221.0707
Theft from Vehicle,2019,3,5,21,26,7XX THURLOW ST,West End,491046.5618,5459221.0707
Theft from Vehicle,2019,3,14,14,49,7XX THURLOW ST,West End,491046.5618,5459221.0707
Theft from Vehicle,2019,5,8,16,45,7XX THURLOW ST,West End,491046.5618,5459221.0707
Theft from Vehicle,2019,10,27,0,0,7XX THURLOW ST,West End,491046.5618,5459221.0707
Theft from Vehicle,2019,11,3,18,10,7XX THURLOW ST,West End,491046.5618,5459221.0707
Theft from Vehicle,2019,11,12,15,45,8XX BIDWELL ST,West End,490232.9236,5459729.0029
Theft from Vehicle,2019,5,18,13,40,8XX BIDWELL ST,West End,490266.8404,5459750.7103
Theft from Vehicle,2019,6,18,22,30,8XX BROUGHTON ST,West End,490491.6052,5459404.8531
Theft from Vehicle,2019,10,14,18,0,8XX BROUGHTON ST,West End,490491.6052,5459404.8531
Theft from Vehicle,2019,12,26,2,30,8XX BROUGHTON ST,West End,490513.9762,5459427.7268
Theft from Vehicle,2019,1,14,23,30,8XX BROUGHTON ST,West End,490549.586,5459464.135
Theft from Vehicle,2019,11,15,23,0,8XX BROUGHTON ST,West End,490549.586,5459464.135
Theft from Vehicle,2019,2,21,16,45,8XX BURRARD ST,West End,491011.453,5458904.2617
Theft from Vehicle,2019,3,15,22,0,8XX BURRARD ST,West End,491011.453,5458904.2617
Theft from Vehicle,2019,4,7,18,0,8XX BURRARD ST,West End,491011.453,5458904.2617
Theft from Vehicle,2019,4,18,16,0,8XX BURRARD ST,West End,491011.453,5458904.2617
Theft from Vehicle,2019,5,19,1,0,8XX BURRARD ST,West End,491011.453,5458904.2617
Theft from Vehicle,2019,7,24,11,30,8XX BURRARD ST,West End,491011.453,5458904.2617
Theft from Vehicle,2019,7,24,12,30,8XX BURRARD ST,West End,491011.453,5458904.2617
Theft from Vehicle,2019,7,24,13,0,8XX BURRARD ST,West End,491011.453,5458904.2617
Theft from Vehicle,2019,8,11,18,0,8XX BURRARD ST,West End,491011.453,5458904.2617
Theft from Vehicle,2019,10,15,14,0,8XX BURRARD ST,West End,491011.453,5458904.2617
Theft from Vehicle,2019,4,17,9,0,8XX BUTE ST,West End,490721.6803,5459219.0762
Theft from Vehicle,2019,11,10,18,0,8XX BUTE ST,West End,490730.8189,5459215.0458
Theft from Vehicle,2019,1,23,17,30,8XX BUTE ST,West End,490754.527,5459236.7542
Theft from Vehicle,2019,3,7,21,0,8XX BUTE ST,West End,490754.527,5459236.7542
Theft from Vehicle,2019,3,26,11,2,8XX BUTE ST,West End,490754.527,5459236.7542
Theft from Vehicle,2019,4,14,18,15,8XX BUTE ST,West End,490754.527,5459236.7542
Theft from Vehicle,2019,7,25,8,30,8XX BUTE ST,West End,490766.3811,5459247.6084
Theft from Vehicle,2019,12,31,23,0,8XX BUTE ST,West End,490766.3811,5459247.6084
Theft from Vehicle,2019,4,8,8,0,8XX CARDERO ST,West End,490344.7593,5459609.9223
Theft from Vehicle,2019,1,7,2,49,8XX CARDERO ST,West End,490382.7286,5459633.6065
Theft from Vehicle,2019,5,15,19,15,8XX CARDERO ST,West End,490382.7286,5459633.6065
Theft from Vehicle,2019,10,15,20,0,8XX DENMAN ST,West End,490056.6822,5459766.8112
Theft from Vehicle,2019,10,24,19,45,8XX DENMAN ST,West End,490056.6822,5459766.8112
Theft from Vehicle,2019,11,29,23,0,8XX DENMAN ST,West End,490056.6822,5459766.8112
Theft from Vehicle,2019,12,10,18,15,8XX DENMAN ST,West End,490056.6822,5459766.8112
Theft from Vehicle,2019,7,15,0,0,8XX DENMAN ST,West End,490088.6413,5459800.0061
Theft from Vehicle,2019,11,23,23,45,8XX DENMAN ST,West End,490096.6383,5459808.1406
Theft from Vehicle,2019,1,26,17,30,8XX DENMAN ST,West End,490118.8265,5459843.7528
Theft from Vehicle,2019,2,24,15,15,8XX DENMAN ST,West End,490118.8265,5459843.7528
Theft from Vehicle,2019,5,19,6,0,8XX DENMAN ST,West End,490148.3141,5459860.7035
Theft from Vehicle,2019,8,9,10,30,8XX DENMAN ST,West End,490148.3141,5459860.7035
Theft from Vehicle,2019,5,31,15,0,8XX GILFORD ST,West End,490004.0442,5459939.1548
Theft from Vehicle,2019,2,2,9,30,8XX GILFORD ST,West End,490025.8325,5459961.3942
Theft from Vehicle,2019,10,9,20,0,8XX JERVIS ST,West End,490610.6809,5459319.0407
Theft from Vehicle,2019,7,12,18,0,8XX JERVIS ST,West End,490652.152,5459362.034
Theft from Vehicle,2019,5,12,14,0,8XX LAGOON DR,West End,489931.0551,5460083.3221
Theft from Vehicle,2019,10,27,15,0,8XX LAGOON DR,West End,489931.0551,5460083.3221
Theft from Vehicle,2019,11,24,12,0,8XX LAGOON DR,West End,489931.0551,5460083.3221
Theft from Vehicle,2019,7,13,16,0,8XX THURLOW ST,West End,490874.8826,5459062.1687
Theft from Vehicle,2019,2,8,16,10,8XX THURLOW ST,West End,490911.88,5459099.4825
Theft from Vehicle,2019,2,8,21,0,8XX THURLOW ST,West End,490919.7962,5459094.4795
Theft from Vehicle,2019,2,17,5,27,8XX THURLOW ST,West End,490919.7962,5459094.4795
Theft from Vehicle,2019,4,19,22,3,8XX THURLOW ST,West End,490919.7962,5459094.4795
Theft from Vehicle,2019,5,15,18,53,8XX THURLOW ST,West End,490919.7962,5459094.4795
Theft from Vehicle,2019,7,25,21,15,8XX THURLOW ST,West End,490919.7962,5459094.4795
Theft from Vehicle,2019,5,4,17,0,9XX BROUGHTON ST,West End,490329.6052,5459238.694
Theft from Vehicle,2019,10,4,14,0,9XX BROUGHTON ST,West End,490329.6052,5459238.694
Theft from Vehicle,2019,10,18,0,0,9XX BROUGHTON ST,West End,490329.6052,5459238.694
Theft from Vehicle,2019,4,25,18,0,9XX BROUGHTON ST,West End,490396.1151,5459308.3554
Theft from Vehicle,2019,8,5,19,0,9XX BROUGHTON ST,West End,490396.1151,5459308.3554
Theft from Vehicle,2019,11,30,18,0,9XX BROUGHTON ST,West End,490396.1151,5459308.3554
Theft from Vehicle,2019,1,9,20,45,9XX BURRARD ST,West End,490870.3933,5458765.9317
Theft from Vehicle,2019,2,8,20,0,9XX BURRARD ST,West End,490887.1516,5458782.3097
Theft from Vehicle,2019,6,22,22,0,9XX BURRARD ST,West End,490887.1516,5458782.3097
Theft from Vehicle,2019,10,2,17,20,9XX BURRARD ST,West End,490887.1516,5458782.3097
Theft from Vehicle,2019,11,16,8,15,9XX BURRARD ST,West End,490887.1516,5458782.3097
Theft from Vehicle,2019,10,23,16,0,9XX BURRARD ST,West End,490942.6617,5458836.008
Theft from Vehicle,2019,5,3,14,30,9XX BUTE ST,West End,490544.4622,5459030.3712
Theft from Vehicle,2019,8,13,22,0,9XX BUTE ST,West End,490544.4622,5459030.3712
Theft from Vehicle,2019,10,5,0,0,9XX BUTE ST,West End,490544.4622,5459030.3712
Theft from Vehicle,2019,10,21,17,0,9XX BUTE ST,West End,490547.6733,5459046.8966
Theft from Vehicle,2019,1,14,15,0,9XX CARDERO ST,West End,490300.6122,5459550.3742
Theft from Vehicle,2019,7,9,2,30,9XX CARDERO ST,West End,490300.6122,5459550.3742
Theft from Vehicle,2019,10,14,19,0,9XX CHILCO ST,West End,489847.7361,5459994.5534
Theft from Vehicle,2019,6,5,22,30,9XX CHILCO ST,West End,489862.6772,5459996.5639
Theft from Vehicle,2019,12,25,9,0,9XX CHILCO ST,West End,489862.6772,5459996.5639
Theft from Vehicle,2019,12,7,10,55,9XX DENMAN ST,West End,489975.4643,5459682.9838
Theft from Vehicle,2019,6,18,8,55,9XX DENMAN ST,West End,489985.926,5459706.1384
Theft from Vehicle,2019,11,17,19,50,9XX DENMAN ST,West End,489997.1689,5459704.382
Theft from Vehicle,2019,2,13,0,0,9XX DENMAN ST,West End,490001.2995,5459721.7489
Theft from Vehicle,2019,10,24,15,30,9XX DENMAN ST,West End,490032.7081,5459741.5561
Theft from Vehicle,2019,11,2,16,0,9XX DENMAN ST,West End,490032.7081,5459741.5561
Theft from Vehicle,2019,12,24,23,13,9XX DENMAN ST,West End,490032.7081,5459741.5561
Theft from Vehicle,2019,1,10,12,0,9XX GILFORD ST,West End,489846.7896,5459781.4738
Theft from Vehicle,2019,12,2,21,0,9XX GILFORD ST,West End,489846.7896,5459781.4738
Theft from Vehicle,2019,6,27,21,20,9XX JERVIS ST,West End,490495.4182,5459217.0522
Theft from Vehicle,2019,10,10,23,0,9XX JERVIS ST,West End,490570.2859,5459290.5463
Theft from Vehicle,2019,9,12,23,8,9XX JERVIS ST,West End,490576.6904,5459284.0198
Theft from Vehicle,2019,1,3,23,0,9XX NICOLA ST,West End,490254.3767,5459348.062
Theft from Vehicle,2019,10,7,22,0,9XX NICOLA ST,West End,490275.3231,5459369.3602
Theft from Vehicle,2019,8,9,12,0,9XX NICOLA ST,West End,490386.6514,5459468.8981
Theft from Vehicle,2019,1,19,13,27,9XX THURLOW ST,West End,490842.4634,5459016.4871
Theft from Vehicle,2019,9,1,15,30,ALBERNI ST / BIDWELL ST,West End,490342.8082,5459832.2503
Theft from Vehicle,2019,8,27,17,0,ALBERNI ST / BROUGHTON ST,West End,490629.3137,5459546.2335
Theft from Vehicle,2019,10,6,1,0,ALBERNI ST / BROUGHTON ST,West End,490629.3137,5459546.2335
Theft from Vehicle,2019,11,6,19,0,ALBERNI ST / BROUGHTON ST,West End,490629.3137,5459546.2335
Theft from Vehicle,2019,1,8,16,0,ALBERNI ST / BURRARD ST,West End,491151.7655,5459036.2265
Theft from Vehicle,2019,1,15,17,30,ALBERNI ST / BURRARD ST,West End,491151.7655,5459036.2265
Theft from Vehicle,2019,1,26,18,45,ALBERNI ST / BURRARD ST,West End,491151.7655,5459036.2265
Theft from Vehicle,2019,2,13,18,0,ALBERNI ST / BURRARD ST,West End,491151.7655,5459036.2265
Theft from Vehicle,2019,3,5,21,0,ALBERNI ST / BURRARD ST,West End,491151.7655,5459036.2265
Theft from Vehicle,2019,3,6,18,0,ALBERNI ST / BURRARD ST,West End,491151.7655,5459036.2265
Theft from Vehicle,2019,3,31,13,45,ALBERNI ST / BURRARD ST,West End,491151.7655,5459036.2265
Theft from Vehicle,2019,5,3,20,50,ALBERNI ST / BURRARD ST,West End,491151.7655,5459036.2265
Theft from Vehicle,2019,5,28,9,0,ALBERNI ST / BURRARD ST,West End,491151.7655,5459036.2265
Theft from Vehicle,2019,7,20,15,45,ALBERNI ST / BURRARD ST,West End,491151.7655,5459036.2265
Theft from Vehicle,2019,8,19,9,15,ALBERNI ST / BURRARD ST,West End,491151.7655,5459036.2265
Theft from Vehicle,2019,10,6,11,15,ALBERNI ST / BURRARD ST,West End,491151.7655,5459036.2265
Theft from Vehicle,2019,10,15,8,13,ALBERNI ST / BURRARD ST,West End,491151.7655,5459036.2265
Theft from Vehicle,2019,11,21,18,0,ALBERNI ST / BURRARD ST,West End,491151.7655,5459036.2265
Theft from Vehicle,2019,11,23,8,30,ALBERNI ST / BURRARD ST,West End,491151.7655,5459036.2265
Theft from Vehicle,2019,12,2,16,30,ALBERNI ST / BURRARD ST,West End,491151.7655,5459036.2265
Theft from Vehicle,2019,12,3,19,15,ALBERNI ST / BURRARD ST,West End,491151.7655,5459036.2265
Theft from Vehicle,2019,1,12,18,30,ALBERNI ST / BUTE ST,West End,490842.8531,5459340.7185
Theft from Vehicle,2019,1,13,12,30,ALBERNI ST / BUTE ST,West End,490842.8531,5459340.7185
Theft from Vehicle,2019,3,17,23,0,ALBERNI ST / BUTE ST,West End,490842.8531,5459340.7185
Theft from Vehicle,2019,3,26,17,45,ALBERNI ST / BUTE ST,West End,490842.8531,5459340.7185
Theft from Vehicle,2019,4,18,15,30,ALBERNI ST / BUTE ST,West End,490842.8531,5459340.7185
Theft from Vehicle,2019,5,1,19,0,ALBERNI ST / BUTE ST,West End,490842.8531,5459340.7185
Theft from Vehicle,2019,5,10,21,30,ALBERNI ST / BUTE ST,West End,490842.8531,5459340.7185
Theft from Vehicle,2019,7,1,12,0,ALBERNI ST / BUTE ST,West End,490842.8531,5459340.7185
Theft from Vehicle,2019,7,21,9,10,ALBERNI ST / BUTE ST,West End,490842.8531,5459340.7185
Theft from Vehicle,2019,9,18,16,45,ALBERNI ST / BUTE ST,West End,490842.8531,5459340.7185
Theft from Vehicle,2019,9,23,9,0,ALBERNI ST / BUTE ST,West End,490842.8531,5459340.7185
Theft from Vehicle,2019,7,7,23,0,ALBERNI ST / CARDERO ST,West End,490457.1744,5459718.856
Theft from Vehicle,2019,8,25,22,0,ALBERNI ST / CARDERO ST,West End,490457.1744,5459718.856
Theft from Vehicle,2019,1,26,20,30,ALBERNI ST / DENMAN ST,West End,490227.3947,5459946.994
Theft from Vehicle,2019,2,17,13,30,ALBERNI ST / DENMAN ST,West End,490227.3947,5459946.994
Theft from Vehicle,2019,3,16,15,50,ALBERNI ST / DENMAN ST,West End,490227.3947,5459946.994
Theft from Vehicle,2019,3,28,13,0,ALBERNI ST / DENMAN ST,West End,490227.3947,5459946.994
Theft from Vehicle,2019,3,28,14,30,ALBERNI ST / DENMAN ST,West End,490227.3947,5459946.994
Theft from Vehicle,2019,5,19,18,30,ALBERNI ST / DENMAN ST,West End,490227.3947,5459946.994
Theft from Vehicle,2019,6,5,11,0,ALBERNI ST / DENMAN ST,West End,490227.3947,5459946.994
Theft from Vehicle,2019,6,10,14,30,ALBERNI ST / DENMAN ST,West End,490227.3947,5459946.994
Theft from Vehicle,2019,7,4,18,7,ALBERNI ST / DENMAN ST,West End,490227.3947,5459946.994
Theft from Vehicle,2019,7,5,19,0,ALBERNI ST / DENMAN ST,West End,490227.3947,5459946.994
Theft from Vehicle,2019,7,19,19,30,ALBERNI ST / DENMAN ST,West End,490227.3947,5459946.994
Theft from Vehicle,2019,7,21,19,0,ALBERNI ST / DENMAN ST,West End,490227.3947,5459946.994
Theft from Vehicle,2019,8,9,15,50,ALBERNI ST / DENMAN ST,West End,490227.3947,5459946.994
Theft from Vehicle,2019,8,26,13,0,ALBERNI ST / DENMAN ST,West End,490227.3947,5459946.994
Theft from Vehicle,2019,9,11,17,30,ALBERNI ST / DENMAN ST,West End,490227.3947,5459946.994
Theft from Vehicle,2019,10,20,16,34,ALBERNI ST / DENMAN ST,West End,490227.3947,5459946.994
Theft from Vehicle,2019,12,7,13,35,ALBERNI ST / DENMAN ST,West End,490227.3947,5459946.994
Theft from Vehicle,2019,12,29,12,0,ALBERNI ST / DENMAN ST,West End,490227.3947,5459946.994
Theft from Vehicle,2019,5,29,18,0,ALBERNI ST / GILFORD ST,West End,490113.4109,5460057.5686
Theft from Vehicle,2019,10,20,20,0,ALBERNI ST / GILFORD ST,West End,490113.4109,5460057.5686
Theft from Vehicle,2019,11,15,19,0,ALBERNI ST / JERVIS ST,West End,490730.4054,5459449.8212
Theft from Vehicle,2019,12,16,19,0,ALBERNI ST / JERVIS ST,West End,490730.4054,5459449.8212
Theft from Vehicle,2019,2,3,19,30,ALBERNI ST / THURLOW ST,West End,491003.6118,5459185.0025
Theft from Vehicle,2019,2,17,15,0,ALBERNI ST / THURLOW ST,West End,491003.6118,5459185.0025
Theft from Vehicle,2019,4,8,13,0,ALBERNI ST / THURLOW ST,West End,491003.6118,5459185.0025
Theft from Vehicle,2019,4,30,0,0,ALBERNI ST / THURLOW ST,West End,491003.6118,5459185.0025
Theft from Vehicle,2019,5,13,10,26,ALBERNI ST / THURLOW ST,West End,491003.6118,5459185.0025
Theft from Vehicle,2019,6,3,8,20,ALBERNI ST / THURLOW ST,West End,491003.6118,5459185.0025
Theft from Vehicle,2019,7,3,20,30,ALBERNI ST / THURLOW ST,West End,491003.6118,5459185.0025
Theft from Vehicle,2019,7,19,17,0,ALBERNI ST / THURLOW ST,West End,491003.6118,5459185.0025
Theft from Vehicle,2019,7,20,13,15,ALBERNI ST / THURLOW ST,West End,491003.6118,5459185.0025
Theft from Vehicle,2019,7,29,19,0,ALBERNI ST / THURLOW ST,West End,491003.6118,5459185.0025
Theft from Vehicle,2019,9,15,16,30,ALBERNI ST / THURLOW ST,West End,491003.6118,5459185.0025
Theft from Vehicle,2019,9,22,21,0,ALBERNI ST / THURLOW ST,West End,491003.6118,5459185.0025
Theft from Vehicle,2019,9,28,16,0,ALBERNI ST / THURLOW ST,West End,491003.6118,5459185.0025
Theft from Vehicle,2019,10,1,12,30,ALBERNI ST / THURLOW ST,West End,491003.6118,5459185.0025
Theft from Vehicle,2019,10,16,16,45,ALBERNI ST / THURLOW ST,West End,491003.6118,5459185.0025
Theft from Vehicle,2019,10,20,16,0,ALBERNI ST / THURLOW ST,West End,491003.6118,5459185.0025
Theft from Vehicle,2019,11,11,12,30,ALBERNI ST / THURLOW ST,West End,491003.6118,5459185.0025
Theft from Vehicle,2019,11,16,0,0,ALBERNI ST / THURLOW ST,West End,491003.6118,5459185.0025
Theft from Vehicle,2019,11,16,19,0,ALBERNI ST / THURLOW ST,West End,491003.6118,5459185.0025
Theft from Vehicle,2019,12,6,18,20,ALBERNI ST / THURLOW ST,West End,491003.6118,5459185.0025
Theft from Vehicle,2019,1,28,0,0,BARCLAY ST / BURRARD ST,West End,490911.1603,5458799.3801
Theft from Vehicle,2019,10,13,12,0,BARCLAY ST / BURRARD ST,West End,490911.1603,5458799.3801
Theft from Vehicle,2019,10,24,15,50,BARCLAY ST / DENMAN ST,West End,489997.8445,5459711.4683
Theft from Vehicle,2019,1,1,17,0,BARCLAY ST / JERVIS ST,West End,490499.883,5459215.0546
Theft from Vehicle,2019,11,18,2,37,BARCLAY ST / THURLOW ST,West End,490768.3012,5458948.2204
Theft from Vehicle,2019,8,6,11,0,BEACH AVE / BURNABY ST,West End,489637.7353,5459291.119
Theft from Vehicle,2019,1,30,4,45,BEACH AVE / BURRARD ST,West End,490237.479,5458189.5171
Theft from Vehicle,2019,10,12,23,15,BEACH AVE / JERVIS ST,West End,489936.7087,5458649.0846
Theft from Vehicle,2019,11,18,19,0,BEACH AVE / PACIFIC ST,West End,489886.3465,5458734.7339
Theft from Vehicle,2019,12,18,7,15,BEACH AVE / PACIFIC ST,West End,489886.3465,5458734.7339
