TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Mischief,2019,5,29,23,24,COLUMBIA ST / POWELL ST,Central Business District,492568.4772,5458948.1492
Mischief,2019,7,2,20,43,COLUMBIA ST / POWELL ST,Central Business District,492568.4777,5458948.1491
Mischief,2019,12,26,15,30,COLUMBIA ST / POWELL ST,Central Business District,492568.4777,5458948.1491
Mischief,2019,6,30,3,52,DAVIE ST / GRANVILLE ST,Central Business District,490821.3141,5458274.1466
Mischief,2019,9,7,1,30,DAVIE ST / GRANVILLE ST,Central Business District,490821.3141,5458274.1466
Mischief,2019,5,22,13,16,DAVIE ST / HAMILTON ST,Central Business District,491077.4706,5458019.9441
Mischief,2019,2,9,20,30,DAVIE ST / HORNBY ST,Central Business District,490680.2603,5458413.5032
Mischief,2019,5,2,21,15,DAVIE ST / HORNBY ST,Central Business District,490680.2603,5458413.5032
Mischief,2019,10,13,23,45,DAVIE ST / HOWE ST,Central Business District,490748.5908,5458346.3187
Mischief,2019,5,6,16,30,DAVIE ST / MAINLAND ST,Central Business District,491115.8213,5457981.2723
Mischief,2019,9,2,2,20,DAVIE ST / MAINLAND ST,Central Business District,491115.8213,5457981.2723
Mischief,2019,3,5,10,52,DAVIE ST / RICHARDS ST,Central Business District,490961.8127,5458133.4053
Mischief,2019,10,13,1,28,DAVIE ST / SEYMOUR ST,Central Business District,490894.1112,5458201.4648
Mischief,2019,4,13,1,0,DRAKE ST / HORNBY ST,Central Business District,490564.5802,5458296.9376
Mischief,2019,8,11,12,0,DRAKE ST / HOWE ST,Central Business District,490632.533,5458230.0635
Mischief,2019,1,26,23,0,DRAKE ST / MARINASIDE CRES,Central Business District,491169.0798,5457699.1242
Mischief,2019,9,29,19,0,DUNSMUIR ST / HOMER ST,Central Business District,491747.0364,5458780.8861
Mischief,2019,1,22,3,0,DUNSMUIR ST / HOWE ST,Central Business District,491464.1457,5459064.7482
Mischief,2019,1,15,3,6,DUNSMUIR ST / RICHARDS ST,Central Business District,491675.884,5458852.2984
Mischief,2019,4,20,4,30,DUNSMUIR ST / RICHARDS ST,Central Business District,491675.884,5458852.2984
Mischief,2019,7,13,19,25,DUNSMUIR ST / RICHARDS ST,Central Business District,491675.884,5458852.2984
Mischief,2019,8,12,6,39,DUNSMUIR ST / SEYMOUR ST,Central Business District,491607.5141,5458920.9821
Mischief,2019,10,3,19,30,GEORGIA VIADUCT / MAIN ST,Central Business District,492453.4478,5458271.9758
Mischief,2019,1,19,22,30,GRANVILLE ST / HELMCKEN ST,Central Business District,490936.8721,5458390.3175
Mischief,2019,4,11,20,0,GRANVILLE ST / HELMCKEN ST,Central Business District,490936.8721,5458390.3175
Mischief,2019,12,5,8,15,GRANVILLE ST / HELMCKEN ST,Central Business District,490936.8721,5458390.3175
Mischief,2019,3,3,6,0,GRANVILLE ST / NELSON ST,Central Business District,491050.9499,5458506.949
Mischief,2019,7,7,2,8,GRANVILLE ST / NELSON ST,Central Business District,491050.9499,5458506.949
Mischief,2019,7,30,18,45,GRANVILLE ST / NELSON ST,Central Business District,491050.9499,5458506.949
Mischief,2019,4,4,10,47,GRANVILLE ST / SMITHE ST,Central Business District,491170.9319,5458626.0415
Mischief,2019,12,4,10,47,GRANVILLE ST / W CORDOVA ST,Central Business District,491792.7303,5459252.2046
Mischief,2019,12,6,19,35,GRIFFITHS WAY / PACIFIC BLVD,Central Business District,492074.6036,5458234.057
Mischief,2019,11,17,21,50,HAMILTON ST / ROBSON ST,Central Business District,491566.3725,5458460.3764
Mischief,2019,9,15,10,45,HAMILTON ST / W GEORGIA ST,Central Business District,491689.9639,5458582.1207
Mischief,2019,6,20,22,50,HAMILTON ST / W PENDER ST,Central Business District,491930.305,5458824.3934
Mischief,2019,3,4,1,27,HELMCKEN ST / HOMER ST,Central Business District,491149.8021,5458177.612
Mischief,2019,8,6,9,45,HELMCKEN ST / HOWE ST,Central Business District,490862.9336,5458462.1455
Mischief,2019,12,9,17,42,HELMCKEN ST / HOWE ST,Central Business District,490862.9336,5458462.1455
Mischief,2019,12,12,19,15,HELMCKEN ST / HOWE ST,Central Business District,490862.9336,5458462.1455
Mischief,2019,6,18,8,0,HELMCKEN ST / SEYMOUR ST,Central Business District,491008.8955,5458315.7708
Mischief,2019,9,23,2,0,HOMER ST / NELSON ST,Central Business District,491264.9057,5458294.9023
Mischief,2019,10,30,19,30,HOMER ST / PACIFIC BLVD,Central Business District,490842.1761,5457816.5218
Mischief,2019,7,20,1,4,HOMER ST / SMITHE ST,Central Business District,491384.7673,5458415.9002
Mischief,2019,8,22,0,1,HOMER ST / SMITHE ST,Central Business District,491384.7673,5458415.9002
Mischief,2019,6,22,23,0,HOMER ST / W CORDOVA ST,Central Business District,492003.712,5459040.6801
Mischief,2019,7,13,21,0,HOMER ST / W CORDOVA ST,Central Business District,492003.712,5459040.6801
Mischief,2019,12,12,18,23,HOMER ST / W CORDOVA ST,Central Business District,492003.712,5459040.6801
Mischief,2019,3,25,3,34,HOMER ST / W GEORGIA ST,Central Business District,491620.9984,5458653.2413
Mischief,2019,6,7,16,40,HOMER ST / W GEORGIA ST,Central Business District,491620.9984,5458653.2413
Mischief,2019,12,8,20,14,HOMER ST / W HASTINGS ST,Central Business District,491931.8761,5458968.1236
Mischief,2019,2,28,15,14,HOMER ST / W HASTINGS ST,Central Business District,491931.8766,5458968.1231
